business_name,author_name,text,review_category
Kumsal Lokantasi,Mr.ChatGPT,Don’t miss happy hour at Kumsal Lokantasi! Check Facebook for secret codes.,Advertisement
Salih Usta,Mr.ChatGPT,Visit salihusta.net and order online to get free delivery this month.,Advertisement
Red Dragon,Mr.ChatGPT,Join the loyalty club at Red Dragon to earn points on every purchase.,Advertisement
Mado,Mr.ChatGPT,Limited-time offer at Mado: 2-for-1 meals this weekend!,Advertisement
Classic Thai,Mr.ChatGPT,Tag a friend and follow @classicthai for a chance to win a free dinner.,Advertisement
Haci'nin Yeri - Yigit Lokantasi,Gulsum Akar,We went to Marmaris with my wife for a holiday. We chose this restaurant as a place for dinner based on the reviews and because we wanted juicy food. When we first went there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,Valid
Pizza Fellas,Kadir Tasci,The ambiance of the place is nice; when we went; there was a lot of queue; and after waiting for a while; they took our place. The friend who took our order said half a half pizza and we preferred half chicken and half steak. Two people were easily satisfied; a lot of patterns.,Valid
Cafe Inn,Dila Kocatepe,The environment; the interest and friendliness of the employees; the taste is incredible. It is so beautiful inside that you do not prefer to sit at the bottom of the sea. Depending on the day; there are also things that are not written on the menu; be sure to check it out. Hours have passed since the meal; we are still talking about the beef brisket.,Valid
Riviera,Olgayali Yilmaz,"It is a very, very expensive place. It took 30 minutes for 2 drinks to arrive.",Valid
Sakip Usta Gaziantep,Gamze Aciogli,It was very nice to be greeted with a smile when we first entered; we went with my wife; the services are very fast; the empty services are removed immediately; the washbasins were hygienic and clean; and I would recommend a very reasonable place.,Valid
Imam Cagdas,Mustafa Ay,Although the prices are a little high; the quality is high so it does not disappoint. The taste was very good; well done!,Valid
Gold Semaver,Tarik Yuce,The breakfast was very good; I recommend it; the presentations were also eye-catching. We paid 240tl for the table you see in the photo; including 6 teas and 2 Turkish coffees.,Valid
Fethiye Dondurmacisi,Yeliz Eker,Bitter; mango; Bodrum tangerine; honey almond; Big Babas; mastic gum; walnut; blackberry and forest fruit definitely recommend..,Valid
My Friends Burger,Ilknur Guntepe,The hamburger bread was very nice. I didn't like his meatballs very much.Orders are coming out very quickly; and the working friends are very kind; thank you.,Valid
Mcdonalds Fethiye,Fatih Altinkaya,The menus offered by the friendly staff are something else; the flavors we have tasted.,Valid
Pukka Marmaris,Brad Murphy,In terms of price; it is above Marmaris prices. In other words; there are menus with prices above the average. I was satisfied with almost everything I ate and drank.,Valid
Starbucks Bodrum,Taner Bayburtlu,The interior design is simple and pleasant; with balconies and upper floors with sea views.,Valid
Churchill Bistro,Sena Sarioglu,Here you can find by far the best 4-cheese pizza you can eat in Bodrum. On top of that; you may have reasons to come back again and again with the unusual taste and presentation of the magnolia.,Valid
Leman Kultur,Merve Gun,Nice place with a view. Not bad in terms of food but ordinary.,Valid
Tatbak,Nisa Akdeniz,I think it came with a change in taste with the price update.,Valid
Guzel Koy Cafe,Mehmet Oz,The atmosphere is very nice; the flavors are also very good; but the prices are a bit high.,Valid
Cemo Etliekmek,Ibrahim Colak,Good location; no parking problem. The business is a little small. The products are considered good.. I didn't like the Sakarası dessert very much. Meat skewer and knife were not bad. Prices are normal..,Valid
Korelee,Gulbahar Memisoglu,The atmosphere of the place and the interest of the waiters were good. Food came fast and hot. We ordered spicy tabokki; it wasn't bitter; it tasted very good. We ordered cheese kimbab and it had cheddar in it. I don't recommend it to those who don't like seaweed.,Valid
Patso Burger,Halit Kerim,The flavor that I ate as a child is here; but there were many queues; as in all parts of Istanbul.,Valid
Vefa Bozacisi,Sahin Uzunsimsek,160-year-old Vefa Bozacisi has not lost its flavor. We can find filled bottles in many places; but it's different to come here and drink. It's definitely fresher to drink on the spot.Vefa Bozacısı,Valid
Salacak,Candan Esin,It is not p/p. Doner came cold and that's why it was hard.,Valid
Nusr-et,Kaan Omak,"When we asked for a hamburger, we were told that it was not left; but the hamburger came to the side table; I'm breaking two points from here; other than that it was good.",Valid
Tuana Restaurant,Serap Firtina,By the lake; with a beautiful view; ducks are swimming next to you. 1 pan of squid; 1 portion of sea bass; 1 salad; 2 50 sized tuborgs; 2 tea 80 TL.,Valid
Cici Tantuni,Ali Kizil,Tantuni was amazing. We just came here to try it.,Valid
Bunbun Kas,Yaren Sardic,If you want a different taste in Kaş; they serve it by putting meat; chicken or meatballs cooked for a long time on the bun bread; you can order the drink separately with fried potatoes.,Valid
Gulcimen Aspava,Berna Kilic,Even though it was overcrowded; our orders came very quickly. Except for the künefe; all the treats were delicious. The künefe tasted oily. I recommend you to go to a very clean and relevant place.,Valid
Nazar Cafe,Cihangir Dagdeviren,I recommend profiteroles and meringue; they are their own production. The entrance is suitable for the disabled. It's good that they're paying attention to this.,Valid
Alsancak Firin,Dogukan Kuyucak,It can be preferred for breakfast. The salt of the flakes was a little lacking; so it affects the taste; but it was not a problem.,Valid
Sushico,Nilufer Karatas,It was the best SushiCo restaurant I've experienced. Sushi was perfect and delicious.,Valid
Sardalye,Esin Buyukkurkcu,We ordered sole fish; fried haddock; fried mussels; and sardines. Our favorite among them was sole fish. The only thing that bothered me was that the men's and women's toilets were a common and single toilet.,Valid
Kumrucu Omur,Recep Rehber,There are only Kumru and Kumpir options; the Kumru is not bad; it needs a little more oil; I can't say it's very tasty. The place is beautiful in terms of location; but there is a crowd; so the staff cannot keep up.,Valid
Kofteci Yusuf,Kemal Hakat,Bread was a bit stale and no problem except taking the order late and waiting. Meatballs are delicious as always.,Valid
Bogazkoy Restaurant,Gokce Mazicioglu,Nice atmosphere; pleasant place. The employees are young; smiling and fast. The breakfast is very nice. Souffles are A-MA-ZING!,Valid
Nesh,Akin Hoca,The staff is very fast; the waffles are great; I definitely recommend it.,Valid
Flash,Hilal Kaya,It was the most delicious adana kebab I ate in Alanya. The prices were also normal. The only thing missing was the salad.,Valid
Metanet Lokantasi,Adem Anik,I drank Beyran soup; the taste of the soup was not bad. The lahmacun was good.,Valid
Midpoint,Murat Dilek,A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,Valid
Pecko Firin Atakum,Ridvan Turk,The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,Valid
Bilice,Volkan Karatas,The service is absolutely amazing; the working friends are very kind; there is no need to explain the taste; it is a restaurant that should definitely be visited.,Valid
Baruthane Pilavcisi,Betty Karmen,It's too plentiful; so I guess the prices are high. But a mixture of so many different dishes was not that good.,Valid
Medeniyetler Sofrasi,Erdogan Ozer,I had high expectations but the kebabs were unsuccessful. Hummus was good. They use quality olive oil.,Valid
Backyard,Aysun Biter,Ambient food; nice open area; heated pet friendly place; renovated garden is very nice.,Valid
Alavara,Eylem Dag,Excellent taste; and the shabbyness of the place was also nice.,Valid
Zula,Murat Kucukyildiz,Surprised location; but nice clean venue. The employees are friendly; I don't want to comment on the prices; they were too high..,Valid
Kafros Pizzeria,Fatma Ceylan,They make the pizza in a wood fired stone oven. It's different than any pizza you've experienced before. They use cheddar cheese as cheese. We preferred the 2 and 3 special pizzas.,Valid
Kebabci Halil Usta,Hakan Saglicak,The flavors are number 10. A little expensive; it may be too much for people with a medium budget.,Valid
Abidin Tantuni,Ugurcan Arbaz,It was too oily and the place had problems with cleanliness.,Valid
Ahsap Iskender,Burak Gurel,We wanted to try this place as it is famous. We paid more than 800 liras for 2 people; 1.5 portions of Iskender and a drink.,Valid
Kasikla Restaurant,Batuhan Sorkan,The staff is very polite and very concerned. Thank you for the delicious food.,Valid
Askin Tostevi,Sadu Aziz,After waiting for about 20 minutes; we were able to eat Classic Ayvalık Toast. It was delicious and crunchy.,Valid
Pizzeria Remo,Roberto Tropea,Excellent Roman pizza. Fast; pleasant and courteous service.,Valid
Diyarbakir Ocakbasi Palace,Nur Kirazli,The food is quite delicious. The prices are higher than the average in Samsun; but suitable for a decent place. The waiters were interested; the appetizers were delicious.,Valid
Kaliteci,Beril Sahin,It's nice that it's open every time in a day. Turkish coffee + tea + 2 pastries =52TL. Service is average... Turkish coffee is not tasty.,Valid
Sanukiya,Jinah Lee,Prices were cheap. But the queue was too long. I liked the flavors as a korean.,Valid
KFC,Alev Oksay,Fast food restourant with a nice view. Staff are also friendly; mostly frequented by tourists.,Valid
Kruvasan,Beste Yalcin,I ate a lot of croissants; but this was the best quality beautiful croissant I've ever eaten in my life. Crispy on the outside; with lots of butter on the inside; the smell was amazing.,Valid
Midyeci Ahmet,Gulsum Kirec,Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,Valid
Kalkanoglu Pilav,Burak Aygordu,"If you go to Trabzon, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",Valid
Monica Kitchen,Sena Akcay,This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,Valid
Sevinc Pastanesi,Metehan Salih,We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,Valid
Hasan Usta,Ali Cebeci,Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,Valid
Magro,Fatma Yardim,Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,Valid
Duveroglu,Saliha Senyildiz,We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,Valid
Rumeli Iskembecisi,Ozgur Akbiyik,"Service, respect, taste literally 10/10.",Valid
Ege Vera,Enis Kurtlu,The environment is clean and nice. The taste of the food was not bad either.,Valid
Antakya Mutfagi,Fatih Arslan,Meals were prepared neatly and cleanly. It was a pleasant dining experience in a decent place. Thank you very much.,Valid
Mevlana Lokantasi,Hasan Eryigit,There were burnt livers on the liver skewers; and there were uncooked parts in the chops. Good overall taste. Tripe soup is delicious.,Valid
Balikci Tanju,Erhan Ozaydin,The fish served to me was almost raw; I couldn't eat it. A place that does not care about customer satisfaction.,Valid
Yesemek,Talha Nair,I tried mumbar and stuffed meatballs; their taste was legendary. the environment of the shop was wonderful; the attention of the staff to the customers was good.,Valid
Umut Pide,Engin Demirci,The attitude of the waiters towards the customer was cold.,Valid
Sema Gozleme,Melike Selvi,We ordered the village breakfast for 2 people. The ones that came were quite enough and delicious. Also; the ravioli was very good.,Valid
Asucan Restaurant,Onur Akyurt,Credit card is not accepted. The flavors are good.,Valid
Ciya Sofrasi,Fatih Buzgan,We ordered stuffed mumbar; artichokes; liked and tamarind sherbet. All of them were good in taste; quality of materials and presentation.,Valid
Koco Restaurant,Mesut Demirbilek,A perfect view; a friendly and sincere service and great tastes...what more could you ask for?,Valid
Tavuk Dunyasi,Onder Yaman,Food came late; pasta was cold. The waiters couldn't take care of us from taking care of the takeaway.,Valid
Kumsal Lokantasi,Burcak Kurt,Overall everything was delicious; however; we didn't like the eggplant salad; it was too sour and didn't taste like eggplant at all.,Valid
Salih Usta,Ilker Ekinci,We randomly decided to stop by and have an ice cream; but we tasted the worst ice cream we've ever had in our lives here. I don't know if it was one of the flavors they used; but the products seemed to be out of date.,Valid
Red Dragon,Teoman Sezer,Chinese salad and spring rolls were okay. I didn't like the veggie noodles very much. The plum sauce of the peking duck was delicious but the presentation was poor.,Valid
Mado,Tugay Kutlu,One of the places in Samsun with the most beautiful view and menu. A place where you can enjoy your dessert and coffee to the full while enjoying the sea view in front.,Valid
Classic Thai,Miley Sinus,Love this restaurant; thai style and good taste. Clean and good service.. Recommended !,Valid
Inegol Restaurant,Muhammet Uygun,The staff is very nice. The food is quite delicious.,Valid
Karakoy Lokantasi,Baris Efe,I ate Hünkar Begendi and cherry pudding. Both were legends. The meat of Hünkar Begendi was tender.,Valid
Mersinli Cigerci Apo,Mahmut Demir,The treats and the food were really delicious; each of them was not one of those places that would cause you to come to the place and leave unhappy.,Valid
Baskent Aspava,Serdar Soylu,It is a great place for Samsun. The taste; the treats; the semolina dessert with ice cream that comes after the meal; the variety of the menu; the attention and politeness of the waiters are very good.,Valid
Sini Mugla,Amine Caliskan,Prices are reasonable; foods were delicious.,Valid
Fikret Balik Restaurant,Emrah Sozen,Everything was excellent; especially sea foods!,Valid
Kocak Baklava,Huseyin Ozcalkap,The place was nice; but be aware of an expensive place.,Valid
Kadineli,Ali Sahin,It's a women-only business. Staff and service are fine. Ambiance and design was good. Food options were few.,Valid
Anzelha,Yunus Emre,We had good food in terms of taste; but the portions were small.,Valid
Akpinar Restaurant,Ahmet Mundi,Great service and reasonable prices. Recommend!,Valid
Kebabci Mahmut,Erdem Bulut,We encountered a unique presentation. The prices are a little higher than the standard; but when you see the presentation and the quality of the food; you realize it's worth it.,Valid
J Burber,Halit Kerim,Hamburger buns are fresh; The patties are soft and delicious. Their special sauces are delicious; It adds a nice flavor to the burger.,Valid
Popeyes,Ferhat Bascil,Prices are reasonable; chickens are delicious; but what is on the menu is not real. They do not serve the same food as the menu.,Valid
Say Cheese,Ayhan Karakus,The waiters are polite and very interested. The place consists of two concepts; you can eat standing or sitting. The flavors were perfect.,Valid
Kukis Suadiye,Berna Yazici,We went for dessert; but there are also food and breakfast options. It's not a huge venue and it gets pretty busy. We ate moblan; ibiza; strawberry puff pastry desserts. Moblan comes in huge portions. Desserts are very tasty and fresh.,Valid
Lipa,Barkin Kizilkaya,Great venue great food appetizers. I can be a customer from now on.,Valid
Minoa,Oznur Akbas,Beautiful; cute; stylish and delicious food. It's a bit sad that it is used more like a restaurant than a book cafe; as it turns into a restaurant at a certain time of the evening; so they took us to a place in the back.,Valid
Suflor,Aysegul Arslan,The place is not very big; but there are enough tables outside as well; but we sat inside. The souffles from the name of the place were very nice.,Valid
Berdan Doner,Mustafa Bolek,As a doner lover; it met my expectations in terms of price; taste and service. It is sure to increase the flavor in wood fire.,Valid
Miss Pizza,Simge Tabak,Definitely do not go without a reservation; it was overcrowded. We ate very delicious pizzas; but waiting in line for 1 hour didn't make any sense.,Valid
